estimate_id,customer_id,service_id,estimate_date,quoted_revenue,quoted_labor_hours,quoted_material_cost,estimate_status,won_date
51619,395,4,2025-10-12,323.87,3.64,70.18,Won,2025-10-15
51620,395,4,2025-07-28,387.3,4.88,93.24,Won,2025-08-03
51621,395,10,2025-05-12,1946.09,23.2,620.47,Won,2025-05-17
51622,395,8,2026-05-05,255.94,2.97,35.38,Won,2026-05-09
51623,395,8,2026-08-25,362.86,3.81,48.55,Won,2026-08-29
51624,396,7,2025-04-21,6997.22,60.63,2997.78,Won,2025-04-28
51625,396,7,2026-06-28,6219.23,53.69,2249.33,Expired,
51626,396,3,2025-10-07,410.26,5.54,105.56,Won,2025-10-11
51627,397,4,2025-10-11,354.59,4.04,87.1,Won,2025-10-13
51628,397,7,2026-08-11,6457.27,61.34,2423.83,Lost,
51629,397,10,2025-07-05,2170.36,22.68,809.99,Won,2025-07-06
51630,397,6,2026-02-13,2845.71,25.74,1188.69,Lost,
51631,397,5,2025-12-24,243.87,2.97,24.73,Won,2025-12-31
51632,397,6,2026-05-12,2398.25,23.42,797.97,Lost,
51633,397,9,2025-07-22,250.91,2.43,53.83,Lost,
51634,398,3,2026-07-24,842.63,10.44,231.07,Won,2026-07-29
51635,398,4,2025-09-15,378.51,4.85,73.15,Won,2025-09-20
51636,398,8,2026-06-20,570.47,7.21,66.42,Lost,
51637,398,8,2026-08-19,660.45,7.68,81.46,Lost,
51638,398,4,2025-10-27,476.71,5.06,98.48,Won,2025-10-31
51639,398,6,2026-04-18,4082.41,42.54,1226.43,Won,2026-04-23
51640,399,9,2025-07-16,233.87,2.28,69.43,Won,2025-07-17
51641,399,8,2025-11-07,413.23,4.16,49.24,Won,2025-11-09
51642,399,3,2026-04-10,518.63,6.73,125.63,Won,2026-04-16
51643,399,6,2025-05-27,2189.74,24.37,816.18,Won,2025-05-28
51644,399,6,2025-10-29,3008.21,32.9,944.59,Won,2025-11-05
51645,401,7,2025-02-16,5668.7,53.15,2377.59,Expired,
51646,401,6,2025-06-25,3457.65,31.23,1210.71,Won,2025-06-27
51647,401,10,2026-07-12,1677.56,16.92,616.19,Lost,
51648,402,5,2025-01-15,445.9,5.36,41.53,Lost,
51649,402,10,2025-09-08,2651.98,31.49,772.5,Lost,
51650,402,6,2026-08-21,5054.7,51.52,1893.51,Lost,
51651,402,4,2025-10-16,392.34,5.0,85.43,Won,2025-10-22
51652,402,6,2025-06-30,3418.1,39.36,1399.98,Won,2025-07-04
51653,403,10,2025-04-13,2543.74,26.28,823.17,Won,2025-04-15
51654,403,10,2025-09-20,2870.87,28.93,1092.65,Won,2025-09-24
51655,403,9,2026-07-13,429.49,4.54,105.79,Expired,
51656,404,6,2025-10-06,2432.49,25.17,877.81,Lost,
51657,404,10,2025-05-13,2311.63,24.57,822.32,Lost,
51658,404,4,2025-09-20,332.47,4.11,79.43,Won,2025-09-21
51659,405,10,2026-06-01,1635.47,16.2,559.83,Won,2026-06-06
51660,406,4,2025-09-23,300.99,2.96,77.79,Lost,
51661,406,7,2026-03-03,4824.65,44.27,1655.86,Won,2026-03-09
51662,406,3,2025-10-02,499.31,6.42,145.52,Won,2025-10-08
51663,406,3,2025-05-27,761.85,11.71,204.55,Lost,
51664,406,10,2025-09-23,1995.03,22.08,628.57,Expired,
51665,406,3,2026-03-17,606.24,7.68,159.4,Lost,
51666,407,6,2026-04-04,2094.62,20.24,633.64,Won,2026-04-06
51667,407,6,2026-05-18,2634.05,28.0,1044.95,Lost,
51668,407,3,2025-02-01,512.77,6.53,138.44,Lost,
51669,407,9,2025-08-05,264.84,2.23,73.7,Won,2025-08-10
51670,407,4,2026-08-23,575.76,6.75,138.95,Won,2026-08-26
51671,407,4,2026-08-19,325.37,3.21,60.36,Lost,
51672,408,10,2026-08-19,2361.68,27.6,867.03,Won,2026-08-26
51673,408,8,2025-08-06,434.43,4.69,58.29,Expired,
51674,408,7,2026-08-10,6388.21,55.81,2369.96,Lost,
51675,410,4,2025-09-10,686.38,7.97,156.5,Won,2025-09-13
51676,410,8,2025-05-05,1100.22,12.25,133.9,Won,2025-05-07
51677,410,7,2026-06-24,8725.22,83.16,3338.63,Won,2026-06-30
51678,410,4,2025-09-19,771.16,10.46,187.88,Won,2025-09-20
51679,410,3,2026-04-25,1078.27,13.4,311.21,Lost,
51680,410,8,2025-01-13,865.14,8.2,103.65,Won,2025-01-14
51681,410,5,2025-09-16,382.21,4.33,37.0,Won,2025-09-17
51682,410,4,2025-09-17,547.14,6.31,113.05,Won,2025-09-21
51683,410,5,2025-11-12,475.07,5.25,48.06,Lost,
51684,410,5,2025-10-04,600.76,8.18,44.42,Won,2025-10-08
51685,411,6,2026-05-09,4212.34,44.09,1642.35,Lost,
51686,411,8,2026-01-06,1037.22,12.52,148.63,Lost,
51687,411,3,2026-06-26,1466.45,23.13,397.21,Lost,
51688,411,7,2025-09-26,9781.66,88.44,3322.29,Lost,
51689,411,6,2025-06-29,7684.62,73.12,2866.12,Won,2025-07-01
51690,411,3,2026-05-23,1004.36,13.71,269.42,Lost,
51691,411,3,2026-05-15,1812.46,21.95,547.02,Lost,
51692,411,10,2025-04-23,4187.88,53.05,1318.92,Lost,
51693,412,10,2025-10-06,3729.63,39.87,1232.37,Expired,
51694,412,3,2025-03-31,798.04,10.2,239.0,Won,2025-04-01
51695,412,10,2025-08-26,1882.24,20.53,566.99,Expired,
51696,412,8,2026-05-25,621.89,8.44,90.11,Won,2026-05-26
51697,412,10,2026-08-17,2818.68,31.63,951.34,Won,2026-08-22
51698,413,7,2026-07-20,7023.06,63.65,2481.36,Won,2026-07-24
51699,413,10,2025-07-14,3416.61,34.63,1087.46,Won,2025-07-17
51700,413,8,2025-10-02,672.15,8.4,87.66,Lost,
51701,413,3,2026-03-21,733.87,9.8,193.72,Lost,
51702,413,10,2026-04-20,2594.85,25.44,915.0,Expired,
51703,414,10,2025-11-08,1630.27,17.89,604.69,Lost,
51704,414,8,2025-03-09,458.51,4.93,52.45,Won,2025-03-11
51705,414,3,2025-05-17,568.44,7.98,147.07,Won,2025-05-24
51706,415,8,2025-11-16,527.11,6.18,67.57,Won,2025-11-21
51707,415,9,2026-06-08,238.71,2.51,52.74,Won,2026-06-14
51708,415,7,2026-05-28,4620.42,50.23,1476.67,Lost,
51709,415,8,2025-09-01,577.17,5.99,79.75,Lost,
51710,415,6,2026-02-20,3989.66,39.43,1201.58,Lost,
51711,415,9,2025-08-26,230.43,2.27,54.67,Won,2025-08-29
51712,416,3,2025-03-29,655.57,9.45,175.36,Won,2025-04-04
51713,416,10,2025-04-28,2421.35,25.19,742.19,Lost,
51714,416,5,2025-11-02,405.66,5.65,41.55,Won,2025-11-04
51715,416,4,2026-07-02,477.89,5.31,104.88,Won,2026-07-08
51716,417,6,2025-04-06,2473.34,26.81,972.35,Expired,
51717,417,4,2025-09-26,399.49,4.93,99.28,Won,2025-09-30
51718,419,4,2025-10-12,601.14,6.9,116.31,Lost,
51719,419,7,2026-06-25,7425.53,75.27,2745.63,Lost,
51720,419,8,2025-07-10,896.41,11.0,125.4,Won,2025-07-12
51721,420,6,2025-04-14,3080.59,33.56,856.2,Expired,
51722,420,10,2025-04-24,2646.92,26.59,951.77,Won,2025-04-28
51723,420,10,2026-06-03,2333.02,26.04,806.25,Lost,
51724,420,4,2026-05-05,424.45,4.93,106.11,Won,2026-05-09
51725,420,6,2025-04-16,3346.96,33.42,1370.22,Lost,
51726,420,10,2025-09-12,2953.97,28.44,967.74,Won,2025-09-15
51727,420,4,2025-09-09,326.24,3.71,72.79,Won,2025-09-15
